symbol,name
TRIM38,tripartite motif containing 38
TRIM39,tripartite motif containing 39
TRIM4,tripartite motif containing 4
TRIM40,tripartite motif containing 40
TRIM41,tripartite motif containing 41
TRIM42,tripartite motif containing 42
TRIM43,tripartite motif containing 43
TRIM43B,tripartite motif containing 43B
TRIM44,tripartite motif containing 44
TRIM45,tripartite motif containing 45
TRIM46,tripartite motif containing 46
TRIM47,tripartite motif containing 47
TRIM48,tripartite motif containing 48
TRIM49,tripartite motif containing 49
TRIM49B,tripartite motif containing 49B
TRIM49C,tripartite motif containing 49C
TRIM49D1,tripartite motif containing 49D1
TRIM49D2,tripartite motif containing 49D2
TRIM5,tripartite motif containing 5
TRIM50,tripartite motif containing 50
TRIM51,tripartite motif-containing 51
TRIM51G,tripartite motif-containing 51G
TRIM52,tripartite motif containing 52
TRIM54,tripartite motif containing 54
TRIM55,tripartite motif containing 55
TRIM56,tripartite motif containing 56
TRIM58,tripartite motif containing 58
TRIM59,tripartite motif containing 59
TRIM6,tripartite motif containing 6
TRIM60,tripartite motif containing 60
TRIM61,tripartite motif containing 61
TRIM62,tripartite motif containing 62
TRIM63,tripartite motif containing 63
TRIM64,tripartite motif containing 64
TRIM64B,tripartite motif containing 64B
TRIM64C,tripartite motif containing 64C
TRIM65,tripartite motif containing 65
TRIM66,tripartite motif containing 66
TRIM67,tripartite motif containing 67
TRIM68,tripartite motif containing 68
TRIM69,tripartite motif containing 69
TRIM7,tripartite motif containing 7
TRIM71,tripartite motif containing 71
TRIM72,tripartite motif containing 72
TRIM73,tripartite motif containing 73
TRIM74,tripartite motif containing 74
TRIM75,tripartite motif containing 75
TRIM77,tripartite motif containing 77
TRIM8,tripartite motif containing 8
TRIM9,tripartite motif containing 9
TRIML1,tripartite motif family like 1
TRIML2,tripartite motif family like 2
TRIO,trio Rho guanine nucleotide exchange factor
TRIOBP,TRIO and F-actin binding protein
TRIP10,thyroid hormone receptor interactor 10
TRIP11,thyroid hormone receptor interactor 11
TRIP12,thyroid hormone receptor interactor 12
TRIP13,thyroid hormone receptor interactor 13
TRIP4,thyroid hormone receptor interactor 4
TRIP6,thyroid hormone receptor interactor 6
TRIQK,triple QxxK/R motif containing
TRIR,telomerase RNA component interacting RNase
TRIT1,tRNA isopentenyltransferase 1
TRMO,tRNA methyltransferase O
TRMT1,tRNA methyltransferase 1
TRMT10A,tRNA methyltransferase 10A
TRMT10B,tRNA methyltransferase 10B
TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit"
TRMT11,tRNA methyltransferase 11
TRMT112,tRNA methyltransferase activator subunit 11-2
TRMT13,tRNA methyltransferase 13
TRMT1L,tRNA methyltransferase 1L
TRMT2A,tRNA methyltransferase 2A
TRMT2B,tRNA methyltransferase 2B
TRMT44,tRNA methyltransferase 44 homolog
TRMT5,tRNA methyltransferase 5
TRMT6,tRNA methyltransferase 6 non-catalytic subunit
TRMT61A,tRNA methyltransferase 61A
TRMT61B,tRNA methyltransferase 61B
TRMT9B,tRNA methyltransferase 9B (putative)
TRMU,tRNA mitochondrial 2-thiouridylase
TRNAU1AP,tRNA selenocysteine 1 associated protein 1
TRNP1,TMF1 regulated nuclear protein 1
TRNT1,tRNA nucleotidyl transferase 1
TRO,trophinin
TROAP,trophinin associated protein
TRPA1,transient receptor potential cation channel subfamily A member 1
TRPC1,transient receptor potential cation channel subfamily C member 1
TRPC3,transient receptor potential cation channel subfamily C member 3
TRPC4,transient receptor potential cation channel subfamily C member 4
TRPC4AP,transient receptor potential cation channel subfamily C member 4 associated protein
TRPC5,transient receptor potential cation channel subfamily C member 5
TRPC5OS,TRPC5 opposite strand
TRPC6,transient receptor potential cation channel subfamily C member 6
TRPC7,transient receptor potential cation channel subfamily C member 7
TRPM1,transient receptor potential cation channel subfamily M member 1
TRPM2,transient receptor potential cation channel subfamily M member 2
TRPM3,transient receptor potential cation channel subfamily M member 3
TRPM4,transient receptor potential cation channel subfamily M member 4
TRPM5,transient receptor potential cation channel subfamily M member 5
TRPM6,transient receptor potential cation channel subfamily M member 6
TRPM7,transient receptor potential cation channel subfamily M member 7
TRPM8,transient receptor potential cation channel subfamily M member 8
TRPS1,transcriptional repressor GATA binding 1
TRPT1,tRNA phosphotransferase 1
TRPV1,transient receptor potential cation channel subfamily V member 1
TRPV2,transient receptor potential cation channel subfamily V member 2
TRPV3,transient receptor potential cation channel subfamily V member 3
TRPV4,transient receptor potential cation channel subfamily V member 4
TRPV5,transient receptor potential cation channel subfamily V member 5
TRPV6,transient receptor potential cation channel subfamily V member 6
TRRAP,transformation/transcription domain associated protein
TRUB1,TruB pseudouridine synthase family member 1
TRUB2,TruB pseudouridine synthase family member 2
TSACC,TSSK6 activating cochaperone
TSBP1,testis expressed basic protein 1
TSC1,TSC complex subunit 1
TSC2,TSC complex subunit 2
TSC22D1,TSC22 domain family member 1
TSC22D2,TSC22 domain family member 2
TSC22D3,TSC22 domain family member 3
TSC22D4,TSC22 domain family member 4
TSEN15,tRNA splicing endonuclease subunit 15
TSEN2,tRNA splicing endonuclease subunit 2
TSEN34,tRNA splicing endonuclease subunit 34
TSEN54,tRNA splicing endonuclease subunit 54
TSFM,"Ts translation elongation factor, mitochondrial"
TSG101,tumor susceptibility 101
TSGA10,testis specific 10
TSGA10IP,testis specific 10 interacting protein
TSGA13,testis specific 13
TSHB,thyroid stimulating hormone subunit beta
TSHR,thyroid stimulating hormone receptor
TSHZ1,teashirt zinc finger homeobox 1
TSHZ2,teashirt zinc finger homeobox 2
TSHZ3,teashirt zinc finger homeobox 3
TSKS,testis specific serine kinase substrate
TSKU,"tsukushi, small leucine rich proteoglycan"
TSLP,thymic stromal lymphopoietin
TSN,translin
TSNARE1,t-SNARE domain containing 1
TSNAX,translin associated factor X
TSNAXIP1,translin associated factor X interacting protein 1
TSPAN1,tetraspanin 1
TSPAN10,tetraspanin 10
TSPAN11,tetraspanin 11
TSPAN12,tetraspanin 12
TSPAN13,tetraspanin 13
TSPAN14,tetraspanin 14
TSPAN15,tetraspanin 15
TSPAN16,tetraspanin 16
TSPAN17,tetraspanin 17
TSPAN18,tetraspanin 18
TSPAN19,tetraspanin 19
TSPAN2,tetraspanin 2
TSPAN3,tetraspanin 3
TSPAN31,tetraspanin 31
TSPAN32,tetraspanin 32
TSPAN33,tetraspanin 33
TSPAN4,tetraspanin 4
TSPAN5,tetraspanin 5
TSPAN6,tetraspanin 6
TSPAN7,tetraspanin 7
TSPAN8,tetraspanin 8
TSPAN9,tetraspanin 9
TSPEAR,thrombospondin type laminin G domain and EAR repeats
TSPO,translocator protein
TSPO2,translocator protein 2
TSPOAP1,TSPO associated protein 1
TSPY1,testis specific protein Y-linked 1
TSPY10,testis specific protein Y-linked 10
TSPY2,testis specific protein Y-linked 2
TSPY3,testis specific protein Y-linked 3
TSPY4,testis specific protein Y-linked 4
TSPY8,testis specific protein Y-linked 8
TSPY9,testis specific protein Y-linked 9
TSPYL1,TSPY like 1
TSPYL2,TSPY like 2
TSPYL4,TSPY like 4
TSPYL5,TSPY like 5
TSPYL6,TSPY like 6
TSR1,TSR1 ribosome maturation factor
TSR2,TSR2 ribosome maturation factor
TSR3,TSR3 ribosome maturation factor
TSSC4,tumor suppressing subtransferable candidate 4
TSSK1B,testis specific serine kinase 1B
TSSK2,testis specific serine kinase 2
TSSK3,testis specific serine kinase 3
TSSK4,testis specific serine kinase 4
TSSK6,testis specific serine kinase 6
TST,thiosulfate sulfurtransferase
TSTD1,thiosulfate sulfurtransferase like domain containing 1
TSTD2,thiosulfate sulfurtransferase like domain containing 2
TSTD3,thiosulfate sulfurtransferase like domain containing 3
TTBK1,tau tubulin kinase 1
TTBK2,tau tubulin kinase 2
TTC1,tetratricopeptide repeat domain 1
TTC12,tetratricopeptide repeat domain 12
TTC13,tetratricopeptide repeat domain 13
TTC14,tetratricopeptide repeat domain 14
TTC16,tetratricopeptide repeat domain 16
TTC17,tetratricopeptide repeat domain 17
TTC19,tetratricopeptide repeat domain 19
TTC21A,tetratricopeptide repeat domain 21A
TTC21B,tetratricopeptide repeat domain 21B
TTC22,tetratricopeptide repeat domain 22
TTC23,tetratricopeptide repeat domain 23
TTC23L,tetratricopeptide repeat domain 23 like
TTC24,tetratricopeptide repeat domain 24
TTC27,tetratricopeptide repeat domain 27
TTC28,tetratricopeptide repeat domain 28
TTC29,tetratricopeptide repeat domain 29
TTC3,tetratricopeptide repeat domain 3
TTC31,tetratricopeptide repeat domain 31
TTC32,tetratricopeptide repeat domain 32
TTC33,tetratricopeptide repeat domain 33
TTC34,tetratricopeptide repeat domain 34
TTC36,tetratricopeptide repeat domain 36
TTC38,tetratricopeptide repeat domain 38
TTC39A,tetratricopeptide repeat domain 39A
TTC39B,tetratricopeptide repeat domain 39B
TTC39C,tetratricopeptide repeat domain 39C
TTC4,tetratricopeptide repeat domain 4
TTC5,tetratricopeptide repeat domain 5
TTC6,tetratricopeptide repeat domain 6
TTC7A,tetratricopeptide repeat domain 7A
TTC7B,tetratricopeptide repeat domain 7B
TTC8,tetratricopeptide repeat domain 8
TTC9,tetratricopeptide repeat domain 9
TTC9B,tetratricopeptide repeat domain 9B
TTC9C,tetratricopeptide repeat domain 9C
TTF1,transcription termination factor 1
TTF2,transcription termination factor 2
TTI1,TELO2 interacting protein 1
TTI2,TELO2 interacting protein 2
TTK,TTK protein kinase
TTL,tubulin tyrosine ligase
TTLL1,TTL family tubulin polyglutamylase complex subunit L1
TTLL10,tubulin tyrosine ligase like 10
TTLL11,tubulin tyrosine ligase like 11
TTLL12,tubulin tyrosine ligase like 12
TTLL13,tubulin tyrosine ligase like 13
TTLL2,tubulin tyrosine ligase like 2
TTLL3,tubulin tyrosine ligase like 3
TTLL4,tubulin tyrosine ligase like 4
TTLL5,tubulin tyrosine ligase like 5
TTLL6,tubulin tyrosine ligase like 6
TTLL7,tubulin tyrosine ligase like 7
TTLL8,tubulin tyrosine ligase like 8
TTLL9,tubulin tyrosine ligase like 9
TTN,titin
TTPA,alpha tocopherol transfer protein
TTPAL,alpha tocopherol transfer protein like
TTR,transthyretin
TTYH1,tweety family member 1
TTYH2,tweety family member 2
TTYH3,tweety family member 3
TUB,TUB bipartite transcription factor
TUBA1A,tubulin alpha 1a
TUBA1B,tubulin alpha 1b
TUBA1C,tubulin alpha 1c
TUBA3C,tubulin alpha 3c
TUBA3D,tubulin alpha 3d
TUBA3E,tubulin alpha 3e
TUBA4A,tubulin alpha 4a
TUBA4B,tubulin alpha 4b
TUBA8,tubulin alpha 8
TUBAL3,tubulin alpha like 3
TUBB,tubulin beta class I
TUBB1,tubulin beta 1 class VI
TUBB2A,tubulin beta 2A class IIa
TUBB2B,tubulin beta 2B class IIb
TUBB3,tubulin beta 3 class III
TUBB4A,tubulin beta 4A class IVa
TUBB4B,tubulin beta 4B class IVb
TUBB6,tubulin beta 6 class V
TUBB8,tubulin beta 8 class VIII
TUBB8B,tubulin beta 8B
TUBD1,tubulin delta 1
TUBE1,tubulin epsilon 1
TUBG1,tubulin gamma 1
TUBG2,tubulin gamma 2
TUBGCP2,tubulin gamma complex component 2
TUBGCP3,tubulin gamma complex component 3
TUBGCP4,tubulin gamma complex component 4
TUBGCP5,tubulin gamma complex component 5
TUBGCP6,tubulin gamma complex component 6
TUFM,"Tu translation elongation factor, mitochondrial"
TUFT1,tuftelin 1
TUG1,taurine up-regulated 1
TULP1,TUB like protein 1
TULP2,TUB like protein 2
TULP3,TUB like protein 3
TULP4,TUB like protein 4
TUNAR,transmembrane neural differentiation associated intracellular calcium regulator
TUSC1,tumor suppressor candidate 1
TUSC2,"tumor suppressor 2, mitochondrial calcium regulator"
TUSC3,tumor suppressor candidate 3
TUT1,"terminal uridylyl transferase 1, U6 snRNA-specific"
TUT4,terminal uridylyl transferase 4
TUT7,terminal uridylyl transferase 7
TVP23A,trans-golgi network vesicle protein 23 homolog A
TVP23B,trans-golgi network vesicle protein 23 homolog B
TVP23C,trans-golgi network vesicle protein 23 homolog C
TWF1,twinfilin actin binding protein 1
TWF2,twinfilin actin binding protein 2
TWIST1,twist family bHLH transcription factor 1
TWIST2,twist family bHLH transcription factor 2
TWNK,twinkle mtDNA helicase
TWSG1,twisted gastrulation BMP signaling modulator 1
TXK,TXK tyrosine kinase
TXLNA,taxilin alpha
TXLNB,taxilin beta
TXLNG,taxilin gamma
TXN,thioredoxin
TXN2,thioredoxin 2
TXNDC11,thioredoxin domain containing 11
TXNDC12,thioredoxin domain containing 12
TXNDC15,thioredoxin domain containing 15
TXNDC16,thioredoxin domain containing 16
TXNDC17,thioredoxin domain containing 17
TXNDC2,thioredoxin domain containing 2
TXNDC5,thioredoxin domain containing 5
TXNDC8,thioredoxin domain containing 8
TXNDC9,thioredoxin domain containing 9
TXNIP,thioredoxin interacting protein
TXNL1,thioredoxin like 1
TXNL4A,thioredoxin like 4A
TXNL4B,thioredoxin like 4B
TXNRD1,thioredoxin reductase 1
TXNRD2,thioredoxin reductase 2
TXNRD3,thioredoxin reductase 3
TYK2,tyrosine kinase 2
TYMP,thymidine phosphorylase
TYMS,thymidylate synthetase
TYR,tyrosinase
TYRO3,TYRO3 protein tyrosine kinase
TYROBP,transmembrane immune signaling adaptor TYROBP
TYRP1,tyrosinase related protein 1
TYSND1,trypsin like peroxisomal matrix peptidase 1
TYW1,tRNA-yW synthesizing protein 1 homolog
TYW1B,tRNA-yW synthesizing protein 1 homolog B
TYW2,tRNA wybutosine-synthesizing protein 2
TYW3,tRNA-yW synthesizing protein 3 homolog
TYW5,tRNA-yW synthesizing protein 5
TZMP1,transition zone microprotein 1
U2AF1,U2 small nuclear RNA auxiliary factor 1
U2AF1L4,U2 small nuclear RNA auxiliary factor 1 like 4
U2AF2,U2 small nuclear RNA auxiliary factor 2
U2SURP,U2 snRNP associated SURP domain containing
UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats
UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1
UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
UBA1,ubiquitin like modifier activating enzyme 1
UBA2,ubiquitin like modifier activating enzyme 2
UBA3,ubiquitin like modifier activating enzyme 3
UBA5,ubiquitin like modifier activating enzyme 5
UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1
UBA6,ubiquitin like modifier activating enzyme 6
UBA7,ubiquitin like modifier activating enzyme 7
UBAC1,UBA domain containing 1
UBAC2,UBA domain containing 2
UBALD1,UBA like domain containing 1
UBALD2,UBA like domain containing 2
UBAP1,ubiquitin associated protein 1
UBAP1L,ubiquitin associated protein 1 like
UBAP2,ubiquitin associated protein 2
UBAP2L,ubiquitin associated protein 2 like
UBASH3A,ubiquitin associated and SH3 domain containing A
UBASH3B,ubiquitin associated and SH3 domain containing B
UBB,ubiquitin B
UBC,ubiquitin C
UBD,ubiquitin like modifier D
UBE2A,ubiquitin conjugating enzyme E2 A
UBE2B,ubiquitin conjugating enzyme E2 B
UBE2C,ubiquitin conjugating enzyme E2 C
UBE2D1,ubiquitin conjugating enzyme E2 D1
UBE2D2,ubiquitin conjugating enzyme E2 D2
UBE2D3,ubiquitin conjugating enzyme E2 D3
UBE2D4,ubiquitin conjugating enzyme E2 D4
UBE2E1,ubiquitin conjugating enzyme E2 E1
UBE2E2,ubiquitin conjugating enzyme E2 E2
UBE2E3,ubiquitin conjugating enzyme E2 E3
UBE2F,ubiquitin conjugating enzyme E2 F (putative)
UBE2G1,ubiquitin conjugating enzyme E2 G1
UBE2G2,ubiquitin conjugating enzyme E2 G2
UBE2H,ubiquitin conjugating enzyme E2 H
UBE2I,ubiquitin conjugating enzyme E2 I
UBE2J1,ubiquitin conjugating enzyme E2 J1
UBE2J2,ubiquitin conjugating enzyme E2 J2
UBE2K,ubiquitin conjugating enzyme E2 K
UBE2L3,ubiquitin conjugating enzyme E2 L3
UBE2L5,ubiquitin conjugating enzyme E2 L5
UBE2L6,ubiquitin conjugating enzyme E2 L6
UBE2M,ubiquitin conjugating enzyme E2 M
UBE2N,ubiquitin conjugating enzyme E2 N
UBE2NL,ubiquitin conjugating enzyme E2 N like (gene/pseudogene)
UBE2O,ubiquitin conjugating enzyme E2 O
UBE2Q1,ubiquitin conjugating enzyme E2 Q1
UBE2Q2,ubiquitin conjugating enzyme E2 Q2
UBE2QL1,ubiquitin conjugating enzyme E2 QL1
UBE2R2,ubiquitin conjugating enzyme E2 R2
UBE2S,ubiquitin conjugating enzyme E2 S
UBE2T,ubiquitin conjugating enzyme E2 T
UBE2U,ubiquitin conjugating enzyme E2 U
UBE2V1,ubiquitin conjugating enzyme E2 V1
UBE2V2,ubiquitin conjugating enzyme E2 V2
UBE2W,ubiquitin conjugating enzyme E2 W
UBE2Z,ubiquitin conjugating enzyme E2 Z
UBE3A,ubiquitin protein ligase E3A
UBE3B,ubiquitin protein ligase E3B
UBE3C,ubiquitin protein ligase E3C
UBE3D,ubiquitin protein ligase E3D
UBE4A,ubiquitination factor E4A
UBE4B,ubiquitination factor E4B
UBFD1,ubiquitin family domain containing 1
UBIAD1,UbiA prenyltransferase domain containing 1
UBL3,ubiquitin like 3
UBL4A,ubiquitin like 4A
UBL4B,ubiquitin like 4B
UBL5,ubiquitin like 5
UBL7,ubiquitin like 7
UBLCP1,ubiquitin like domain containing CTD phosphatase 1
UBN1,ubinuclein 1
UBN2,ubinuclein 2
UBOX5,U-box domain containing 5
UBP1,upstream binding protein 1
UBQLN1,ubiquilin 1
UBQLN2,ubiquilin 2
UBQLN3,ubiquilin 3
UBQLN4,ubiquilin 4
UBQLNL,ubiquilin like
UBR1,ubiquitin protein ligase E3 component n-recognin 1
UBR2,ubiquitin protein ligase E3 component n-recognin 2
UBR3,ubiquitin protein ligase E3 component n-recognin 3
UBR4,ubiquitin protein ligase E3 component n-recognin 4
UBR5,ubiquitin protein ligase E3 component n-recognin 5
UBR7,ubiquitin protein ligase E3 component n-recognin 7
UBTD1,ubiquitin domain containing 1
UBTD2,ubiquitin domain containing 2
UBTF,upstream binding transcription factor
UBTFL1,upstream binding transcription factor like 1
UBXN1,UBX domain protein 1
UBXN10,UBX domain protein 10
UBXN11,UBX domain protein 11
UBXN2A,UBX domain protein 2A
UBXN2B,UBX domain protein 2B
UBXN4,UBX domain protein 4
UBXN6,UBX domain protein 6
UBXN7,UBX domain protein 7
UBXN8,UBX domain protein 8
UCHL1,ubiquitin C-terminal hydrolase L1
UCHL3,ubiquitin C-terminal hydrolase L3
UCHL5,ubiquitin C-terminal hydrolase L5
UCK1,uridine-cytidine kinase 1
UCK2,uridine-cytidine kinase 2
UCKL1,uridine-cytidine kinase 1 like 1
UCMA,upper zone of growth plate and cartilage matrix associated
UCN,urocortin
UCN2,urocortin 2
UCN3,urocortin 3
UCP1,uncoupling protein 1
UCP2,uncoupling protein 2
UCP3,uncoupling protein 3
UEVLD,UEV and lactate/malate dehyrogenase domains
UFC1,ubiquitin-fold modifier conjugating enzyme 1
UFD1,ubiquitin recognition factor in ER associated degradation 1
UFL1,UFM1 specific ligase 1
UFM1,ubiquitin fold modifier 1
UFSP1,UFM1 specific peptidase 1
UFSP2,UFM1 specific peptidase 2
UGCG,UDP-glucose ceramide glucosyltransferase
UGDH,UDP-glucose 6-dehydrogenase
UGGT1,UDP-glucose glycoprotein glucosyltransferase 1
UGGT2,UDP-glucose glycoprotein glucosyltransferase 2
UGP2,UDP-glucose pyrophosphorylase 2
UGT1A,UDP glucuronosyltransferase family 1 member A complex locus
UGT2A1,UDP glucuronosyltransferase family 2 member A1 complex locus
UGT2A3,UDP glucuronosyltransferase family 2 member A3
UGT2B10,UDP glucuronosyltransferase family 2 member B10
UGT2B11,UDP glucuronosyltransferase family 2 member B11
UGT2B15,UDP glucuronosyltransferase family 2 member B15
UGT2B17,UDP glucuronosyltransferase family 2 member B17
UGT2B28,UDP glucuronosyltransferase family 2 member B28
UGT2B4,UDP glucuronosyltransferase family 2 member B4
UGT2B7,UDP glucuronosyltransferase family 2 member B7
UGT3A1,UDP glycosyltransferase family 3 member A1
UGT3A2,UDP glycosyltransferase family 3 member A2
UGT8,UDP glycosyltransferase 8
UHMK1,U2AF homology motif kinase 1
UHRF1,ubiquitin like with PHD and ring finger domains 1
UHRF2,ubiquitin like with PHD and ring finger domains 2
UIMC1,ubiquitin interaction motif containing 1
ULBP1,UL16 binding protein 1
ULBP2,UL16 binding protein 2
ULBP3,UL16 binding protein 3
ULK1,unc-51 like autophagy activating kinase 1
ULK2,unc-51 like autophagy activating kinase 2
ULK3,unc-51 like kinase 3
ULK4,unc-51 like kinase 4
UMAD1,UBAP1-MVB12-associated (UMA) domain containing 1
UMOD,uromodulin
UMODL1,uromodulin like 1
UMPS,uridine monophosphate synthetase
UNC119,unc-119 lipid binding chaperone
UNC119B,unc-119 lipid binding chaperone B
UNC13A,unc-13 homolog A
UNC13B,unc-13 homolog B
UNC13C,unc-13 homolog C
UNC13D,unc-13 homolog D
UNC45A,unc-45 myosin chaperone A
UNC45B,unc-45 myosin chaperone B
UNC50,unc-50 inner nuclear membrane RNA binding protein
UNC5A,unc-5 netrin receptor A
UNC5B,unc-5 netrin receptor B
UNC5C,unc-5 netrin receptor C
UNC5CL,unc-5 family C-terminal like
UNC5D,unc-5 netrin receptor D
UNC79,unc-79 subunit of NALCN channel complex
UNC80,unc-80 subunit of NALCN channel complex
UNC93A,unc-93 homolog A
UNC93B1,unc-93B1 regulator of TLR signaling
UNCX,UNC homeobox
UNG,uracil DNA glycosylase
UNK,unk zinc finger
UNKL,unk like zinc finger
UPB1,beta-ureidopropionase 1
UPF1,UPF1 RNA helicase and ATPase
UPF2,UPF2 regulator of nonsense mediated mRNA decay
UPF3A,UPF3A regulator of nonsense mediated mRNA decay
UPF3B,UPF3B regulator of nonsense mediated mRNA decay
UPK1A,uroplakin 1A
UPK1B,uroplakin 1B
UPK2,uroplakin 2
UPK3A,uroplakin 3A
UPK3B,uroplakin 3B
UPK3BL1,uroplakin 3B like 1
UPK3BL2,uroplakin 3B like 2
UPP1,uridine phosphorylase 1
UPP2,uridine phosphorylase 2
UPRT,uracil phosphoribosyltransferase homolog
UQCC1,ubiquinol-cytochrome c reductase complex assembly factor 1
UQCC2,ubiquinol-cytochrome c reductase complex assembly factor 2
UQCC3,ubiquinol-cytochrome c reductase complex assembly factor 3
UQCC4,ubiquinol-cytochrome c reductase complex assembly factor 4
UQCC5,ubiquinol-cytochrome c reductase complex assembly factor 5
UQCC6,ubiquinol-cytochrome c reductase complex assembly factor 6
UQCR10,"ubiquinol-cytochrome c reductase, complex III subunit X"
UQCR11,"ubiquinol-cytochrome c reductase, complex III subunit XI"
UQCRB,ubiquinol-cytochrome c reductase binding protein
UQCRC1,ubiquinol-cytochrome c reductase core protein 1
UQCRC2,ubiquinol-cytochrome c reductase core protein 2
UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
UQCRH,ubiquinol-cytochrome c reductase hinge protein
UQCRHL,ubiquinol-cytochrome c reductase hinge protein like
UQCRQ,ubiquinol-cytochrome c reductase complex III subunit VII
URAD,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase
URB1,URB1 ribosome biogenesis factor
URB2,URB2 ribosome biogenesis homolog
URGCP,upregulator of cell proliferation
URI1,URI1 prefoldin like chaperone
URM1,ubiquitin related modifier 1
UROC1,urocanate hydratase 1
UROD,uroporphyrinogen decarboxylase
UROS,uroporphyrinogen III synthase
USB1,U6 snRNA biogenesis phosphodiesterase 1
USE1,unconventional SNARE in the ER 1
USF1,upstream transcription factor 1
USF2,"upstream transcription factor 2, c-fos interacting"
USF3,upstream transcription factor family member 3
USH1C,USH1 protein network component harmonin
USH1G,USH1 protein network component sans
USH2A,usherin
USHBP1,USH1 protein network component harmonin binding protein 1
USO1,USO1 vesicle transport factor
USP1,ubiquitin specific peptidase 1
USP10,ubiquitin specific peptidase 10
USP11,ubiquitin specific peptidase 11
USP12,ubiquitin specific peptidase 12
USP13,ubiquitin specific peptidase 13
USP14,ubiquitin specific peptidase 14
USP15,ubiquitin specific peptidase 15
USP16,ubiquitin specific peptidase 16
USP17L1,ubiquitin specific peptidase 17 like family member 1
USP17L10,ubiquitin specific peptidase 17 like family member 10
USP17L11,ubiquitin specific peptidase 17 like family member 11
USP17L12,ubiquitin specific peptidase 17 like family member 12
USP17L13,ubiquitin specific peptidase 17 like family member 13
USP17L15,ubiquitin specific peptidase 17 like family member 15
USP17L17,ubiquitin specific peptidase 17 like family member 17
USP17L18,ubiquitin specific peptidase 17 like family member 18
USP17L19,ubiquitin specific peptidase 17 like family member 19
USP17L2,ubiquitin specific peptidase 17 like family member 2
USP17L20,ubiquitin specific peptidase 17 like family member 20
USP17L21,ubiquitin specific peptidase 17 like family member 21
USP17L22,ubiquitin specific peptidase 17 like family member 22
USP17L23,ubiquitin specific peptidase 17 like family member 23
USP17L24,ubiquitin specific peptidase 17 like family member 24
USP17L25,ubiquitin specific peptidase 17 like family member 25
USP17L26,ubiquitin specific peptidase 17 like family member 26
USP17L27,ubiquitin specific peptidase 17 like family member 27
USP17L28,ubiquitin specific peptidase 17 like family member 28
USP17L29,ubiquitin specific peptidase 17 like family member 29
USP17L3,ubiquitin specific peptidase 17 like family member 3
USP17L30,ubiquitin specific peptidase 17 like family member 30
USP17L4,ubiquitin specific peptidase 17 like family member 4
USP17L5,ubiquitin specific peptidase 17 like family member 5
USP17L7,ubiquitin specific peptidase 17 like family member 7
USP17L8,ubiquitin specific peptidase 17 like family member 8
USP18,ubiquitin specific peptidase 18
USP19,ubiquitin specific peptidase 19
USP2,ubiquitin specific peptidase 2
USP20,ubiquitin specific peptidase 20
USP21,ubiquitin specific peptidase 21
USP22,ubiquitin specific peptidase 22
USP24,ubiquitin specific peptidase 24
USP25,ubiquitin specific peptidase 25
USP26,ubiquitin specific peptidase 26
USP27X,ubiquitin specific peptidase 27 X-linked
USP28,ubiquitin specific peptidase 28
USP29,ubiquitin specific peptidase 29
USP3,ubiquitin specific peptidase 3
USP30,ubiquitin specific peptidase 30
USP31,ubiquitin specific peptidase 31
USP32,ubiquitin specific peptidase 32
USP33,ubiquitin specific peptidase 33
USP34,ubiquitin specific peptidase 34
USP35,ubiquitin specific peptidase 35
USP36,ubiquitin specific peptidase 36
USP37,ubiquitin specific peptidase 37
USP38,ubiquitin specific peptidase 38
USP39,ubiquitin specific peptidase 39
USP4,ubiquitin specific peptidase 4
USP40,ubiquitin specific peptidase 40
USP42,ubiquitin specific peptidase 42
USP43,ubiquitin specific peptidase 43
USP44,ubiquitin specific peptidase 44
USP45,ubiquitin specific peptidase 45
USP46,ubiquitin specific peptidase 46
USP47,ubiquitin specific peptidase 47
USP48,ubiquitin specific peptidase 48
USP49,ubiquitin specific peptidase 49
USP5,ubiquitin specific peptidase 5
USP50,ubiquitin specific peptidase 50
USP51,ubiquitin specific peptidase 51
USP53,ubiquitin specific peptidase 53
USP54,ubiquitin specific peptidase 54
USP6,ubiquitin specific peptidase 6
USP6NL,USP6 N-terminal like
USP7,ubiquitin specific peptidase 7
USP8,ubiquitin specific peptidase 8
USP9X,ubiquitin specific peptidase 9 X-linked
USP9Y,ubiquitin specific peptidase 9 Y-linked
USPL1,ubiquitin specific peptidase like 1
UST,uronyl 2-sulfotransferase
UTF1,undifferentiated embryonic cell transcription factor 1
UTP11,UTP11 small subunit processome component
UTP14A,UTP14A small subunit processome component
UTP14C,UTP14C small subunit processome component
UTP15,UTP15 small subunit processome component
UTP18,UTP18 small subunit processome component
UTP20,UTP20 small subunit processome component
UTP23,UTP23 small subunit processome component
UTP25,UTP25 small subunit processome component
UTP3,UTP3 small subunit processome component
UTP4,UTP4 small subunit processome component
UTP6,UTP6 small subunit processome component
UTRN,utrophin
UTS2,urotensin 2
